841,20,9,1,1,25.0,1,2,23319.5,92590.6724137931,23,1,1
841,1,1,2,2,18.0,1,2,23213.0,92975.10344827586,26,1,1
841,808,4,6,3,15.0,1,2,25109.0,93117.56896551725,26,1,1
841,4,6,5,4,12.0,1,3,24055.0,93138.46551724138,29,1,1
841,17,9,3,5,10.0,1,3,24058.666666666668,93248.79310344828,34,1,1
841,18,1,4,6,8.0,1,3,20950.333333333332,93526.94827586207,31,1,1
841,13,6,8,7,6.0,1,3,24145.666666666668,94059.39655172414,29,1,1
841,67,5,10,8,4.0,11,2,24221.0,94363.24561403508,22,1,1
841,16,10,16,9,2.0,11,2,24924.5,94645.50877192983,28,1,1
841,814,10,14,10,1.0,11,2,24597.5,95153.78947368421,24,1,1
841,153,5,12,11,0.0,11,3,25903.0,95244.26315789473,21,1,1
841,2,4,18,12,0.0,11,2,24046.0,95507.0350877193,33,1,1
841,15,205,20,13,0.0,12,2,24873.5,97384.57142857143,36,1,1
841,816,166,22,14,0.0,14,2,25852.5,99528.11111111111,25,1,1
841,10,166,21,\N,0.0,19,1,23792.0,111482.38775510204,29,1,1
841,22,3,17,\N,0.0,7,4,26175.0,96734.5,38,1,1
841,3,131,7,\N,0.0,4,1,23716.0,96448.90909090909,25,1,1
841,5,205,19,\N,0.0,47,1,24865.0,98761.0,29,1,1
841,30,131,11,\N,0.0,4,2,24504.5,101762.47368421052,42,1,1
841,155,15,9,\N,0.0,2,2,24128.0,93916.05172413793,24,1,1
841,815,15,13,\N,0.0,2,1,23438.0,93725.93103448275,21,1,1
842,20,9,1,1,25.0,1,3,22408.333333333332,104639.85714285714,23,2,2
842,18,1,4,2,18.0,1,3,22451.333333333332,104698.08928571429,31,2,2
842,2,4,6,3,15.0,1,3,23241.0,105087.625,33,2,2
842,17,9,3,4,12.0,1,4,22198.25,105111.0,34,2,2
842,13,6,7,5,10.0,1,3,24886.0,105299.82142857143,29,2,2
842,4,6,5,6,8.0,1,4,24510.0,105305.0,29,2,2
842,155,15,10,7,6.0,1,2,23361.0,105826.26785714286,24,2,2
